Product ID,Category Code,Category Name,Sub-Category Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail
2073,1071100,COCKTAIL,COCKTAILS /RTD,58898,JOSE CUERVO GOLDEN ROSE MARGARITA,6,1750,11.04,16.56
2074,1062500,RUM,FLAVORED RUM,44499,CRUZAN MANGO,12,750,7,10.5
2075,1091300,SPIRIT,NEUTRAL GRAIN SPIRITS FLAVORED,76038,MIDNIGHT MOON CHERRY,6,750,11.5,17.25
2076,1012300,WHISKEY,SINGLE MALT SCOTCH,5037,GLENLIVET 12YR,12,1000,28.98,43.47
2077,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,28276,JIM BEAM PEACH,48,100,1.25,1.88
2078,1031200,VODKA,AMERICAN FLAVORED VODKA,40597,NEW AMSTERDAM RED BERRY,24,200,1.99,2.99
2079,1081200,LIQUEURS,CREAM LIQUEURS,73051,RUMCHATA MINI,12,50,8.87,13.31
2080,1051100,BRANDY,AMERICAN BRANDIES,55068,MR BOSTON BLACKBERRY BRANDY,6,1750,10,15
2081,1081600,WHISKEY,WHISKEY LIQUEUR,11371,SERPENT'S BITE APPLE CIDER,12,750,9.15,13.73
2082,1032200,VODKA,IMPORTED FLAVORED VODKA,34605,GREY GOOSE LA POIRE,6,750,18.49,27.74
2083,1071100,COCKTAIL,COCKTAILS /RTD,59161,1800 ULTIMATE PEACH MARGARITA,6,1750,10.04,15.06
2084,1081400,VODKA,AMERICAN SCHNAPPS,82826,DEKUYPER RAGIN' ROOT BEER,12,750,6.5,9.75
2085,1031100,VODKA,AMERICAN VODKAS,37664,ROW VODKA MINI,12,50,3.51,5.27
2086,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,87026,SKREWBALL PEANUT BUTTER WHISKEY,6,750,18.5,27.75
2087,1081200,LIQUEURS,CREAM LIQUEURS,65204,TEQUILA ROSE LIQUEUR MINI,6,50,5,7.5
2088,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,100639,CROWN ROYAL W/NFL JERSEY BAG,12,750,15.59,23.39
2089,1012300,WHISKEY,SINGLE MALT SCOTCH,4825,DALMORE 12YR,6,750,35,52.5
2090,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,100773,SEAGRAMS SEVEN CROWN W/50ML DARK HONEY & 50ML APPLE,6,1850,12.96,19.44
2091,1031100,VODKA,AMERICAN VODKAS,36985,BLUE OX VODKA,24,375,1.79,2.69
2092,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,77779,WILD TURKEY AMERICAN HONEY,6,1750,19.5,29.25
2093,1081600,WHISKEY,WHISKEY LIQUEUR,74740,SLOW AND LOW,6,750,12.17,18.26
2094,1082200,VODKA,IMPORTED SCHNAPPS,69638,DR MCGILLICUDDYS CHERRY,6,1750,14.66,21.99
2095,1012100,WHISKEY,CANADIAN WHISKIES,11290,CROWN ROYAL MINI,10,50,7.35,11.03
2096,1031200,VODKA,AMERICAN FLAVORED VODKA,40047,NEW AMSTERDAM GRAPEFRUIT MINI,10,50,5.54,8.31
2097,1031100,VODKA,AMERICAN VODKAS,38180,TITOS HANDMADE MINI,5,50,12.8,19.2
2098,1012100,WHISKEY,CANADIAN WHISKIES,11285,CROWN ROYAL XR,6,750,69.5,104.25
2099,1091300,SPIRIT,NEUTRAL GRAIN SPIRITS FLAVORED,86739,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,8,50,8.75,13.13
2100,1081100,LIQUEURS,COFFEE LIQUEURS,67522,KAHLUA COFFEE MINI,12,50,6.6,9.9
2101,1081200,LIQUEURS,CREAM LIQUEURS,73055,RUMCHATA,12,750,13,19.5
2102,1031100,VODKA,AMERICAN VODKAS,36901,MCCORMICK VODKA MINI,6,50,4.7,7.05
2103,1012100,WHISKEY,CANADIAN WHISKIES,1400,CROWN ROYAL W/2 GLASSES,6,750,15.07,22.61
2104,1031100,VODKA,AMERICAN VODKAS,37991,SMIRNOFF 80PRF MINI,12,50,7.47,11.21
2105,1081200,LIQUEURS,CREAM LIQUEURS,80234,IOWISH CREAM LIQUEUR MINI,6,50,10,15
2106,1091100,SPIRIT,AMERICAN DISTILLED SPIRIT SPECIALTY,77805,SAINTS N SINNERS APPLE PIE,12,750,8,12
2107,1031100,VODKA,AMERICAN VODKAS,37881,SEAGRAMS EXTRA SMOOTH VODKA MINI,12,50,4.6,6.9
2108,1022200,TEQUILA,100% AGAVE TEQUILA,89175,DON JULIO ANEJO TEQUILA,6,750,34.49,51.74
2109,1041100,GIN,AMERICAN DRY GINS,32238,SEAGRAMS EXTRA DRY GIN,6,1750,12.49,18.74
2110,1022200,TEQUILA,100% AGAVE TEQUILA,88036,MARGARITAVILLE SILVER TEQUILA,12,750,7.51,11.27
2111,1051100,BRANDY,AMERICAN BRANDIES,55066,MR BOSTON BLACKBERRY BRANDY,12,750,4.17,6.26
2112,1082200,VODKA,IMPORTED SCHNAPPS,69631,DR MCGILLICUDDYS CHERRY MINI,12,50,5,7.5
2113,1031200,VODKA,AMERICAN FLAVORED VODKA,40191,NEW AMSTERDAM PINEAPPLE,24,200,1.99,2.99
2114,1012300,WHISKEY,SINGLE MALT SCOTCH,904144,HA ABERFELDY 16YR SINGLE MALT,6,750,49.99,74.99
2115,1022200,TEQUILA,100% AGAVE TEQUILA,88833,CASAMIGOS ANEJO,6,750,31,46.5
2116,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,26737,SIR WINSTON BOURBON,6,750,26.23,39.35
2117,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,27479,CODY ROAD BOURBON,6,750,19.17,28.76
2118,1032100,VODKA,IMPORTED VODKAS,936924,HA HAKU VODKA,6,750,16.5,24.75
2119,1022100,TEQUILA,MIXTO TEQUILA,89191,JOSE CUERVO ESPECIAL REPOSADO MINI,12,50,11.5,17.25
2120,1032100,VODKA,IMPORTED VODKAS,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99
2121,1031200,VODKA,AMERICAN FLAVORED VODKA,41703,UV RED CHERRY MINI,12,50,4.4,6.6
2122,1062400,RUM,SPICED RUM,43024,ADMIRAL NELSON SPICED RUM,24,375,2.99,4.49
2123,1051100,BRANDY,AMERICAN BRANDIES,52318,CHRISTIAN BROS BRANDY,6,1750,11.99,17.99
2124,1081400,VODKA,AMERICAN SCHNAPPS,82780,DEKUYPER BUTTERSHOTS PET,12,750,6.5,9.75
2125,1071100,COCKTAIL,COCKTAILS /RTD,76430,OXTAILS RUM PUNCH,6,1750,5.97,8.96
2126,1012100,WHISKEY,CANADIAN WHISKIES,11786,BLACK VELVET PET,12,750,5.23,7.85
2127,1081600,WHISKEY,WHISKEY LIQUEUR,100423,FIREBALL CINNAMON WHISKEY 100ML CARRIER,8,100,6,9
2128,1052100,BRANDY,IMPORTED BRANDIES,49186,REMY MARTIN VSOP,12,750,23.98,35.97
2129,1081200,LIQUEURS,CREAM LIQUEURS,80458,RYANS CREAM LIQUEUR,6,1750,11.54,17.31
2130,1081100,LIQUEURS,COFFEE LIQUEURS,67534,KAHLUA VANILLA,12,750,12.49,18.74
2131,1062100,RUM,GOLD RUM,47000,WISCONSIN CLUB GOLD RUM,6,1750,7,10.5
2132,1022200,TEQUILA,100% AGAVE TEQUILA,87485,DON JULIO BLANCO,6,750,29.5,44.25
2133,1032200,VODKA,IMPORTED FLAVORED VODKA,34871,STOLICHNAYA RAZBERI,12,1000,15.97,23.96
2134,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17956,EVAN WILLIAMS BLACK,12,750,8,12
2135,1081200,LIQUEURS,CREAM LIQUEURS,68126,CAROLANS IRISH CREAM,12,750,8.5,12.75
2136,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75243,KINKY RUBY,6,750,10,15
2137,1031100,VODKA,AMERICAN VODKAS,36908,MCCORMICK 80PRF VODKA PET,6,1750,7.47,11.21
2138,1062400,RUM,SPICED RUM,43337,CAPTAIN MORGAN ORIGINAL SPICED,12,1000,11.75,17.63
2139,1031100,VODKA,AMERICAN VODKAS,36983,NEW AMSTERDAM GLUTEN FREE,12,750,8.5,12.75
2140,1012200,WHISKEY,SCOTCH WHISKIES,9432,PASSPORT SCOTCH,6,1750,9.99,14.99
2141,1032200,VODKA,IMPORTED FLAVORED VODKA,34076,ABSOLUT VANILIA,12,750,9.99,14.99
2142,1062400,RUM,SPICED RUM,44657,LADY BLIGH SPICED RUM,12,1000,6.67,10.01
2143,1062500,RUM,FLAVORED RUM,43984,ADMIRAL NELSON CHERRY SPICED RUM,12,750,6,9
2144,1041100,GIN,AMERICAN DRY GINS,32827,WISCONSIN CLUB GIN,6,1750,6.75,10.13
2145,1071100,COCKTAIL,COCKTAILS /RTD,59159,1800 ULTIMATE RASPBERRY MARGARITA,6,1750,10.04,15.06
2146,1031100,VODKA,AMERICAN VODKAS,36305,HAWKEYE VODKA PET,12,750,3.34,5.01
2147,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75212,KINKY BLUE MINI,6,50,4.84,7.26
2148,1062400,RUM,SPICED RUM,43331,CAPTAIN MORGAN ORIGINAL SPICED MINI,12,50,4.8,7.2
2149,1081600,WHISKEY,WHISKEY LIQUEUR,64870,FIREBALL CINNAMON WHISKEY,48,100,0.9,1.35
2150,1022200,TEQUILA,100% AGAVE TEQUILA,88116,MILAGRO SILVER,6,750,16.5,24.75
2151,1031100,VODKA,AMERICAN VODKAS,36887,MCCORMICK 80PRF VODKA,12,1000,4.13,6.2
2152,1051100,BRANDY,AMERICAN BRANDIES,54436,MR BOSTON APRICOT BRANDY,12,750,4.17,6.26
2153,1062400,RUM,SPICED RUM,43334,CAPTAIN MORGAN ORIGINAL SPICED,24,375,5,7.5
2154,1082000,LIQUEURS,IMPORTED CORDIALS & LIQUEURS,64736,CITRONGE,12,750,14.17,21.26
2155,1031100,VODKA,AMERICAN VODKAS,36904,MCCORMICK 80PRF VODKA PET,24,375,1.8,2.7
2156,1042100,GIN,IMPORTED DRY GINS,28886,TANQUERAY NO TEN,12,750,17.92,26.88
2157,1012400,WHISKEY,IRISH WHISKIES,15604,HELL CAT MAGGIE,12,750,12.78,19.17
2158,1011100,WHISKEY,BLENDED WHISKIES,26710,SLIPKNOT IOWA WHISKEY NO. 9,6,750,19.5,29.25
2159,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75208,KINKY PINK MINI,6,50,4.84,7.26
2160,1011600,WHISKEY,STRAIGHT RYE WHISKIES,26726,TEMPLETON RYE MAPLE CASK FINISH WHISKEY,6,750,17.5,26.25
2161,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,19070,JIM BEAM PET,6,1750,21,31.5
2162,1022200,TEQUILA,100% AGAVE TEQUILA,88291,PATRON SILVER MINI,10,50,20.3,30.45
2163,1062400,RUM,SPICED RUM,43026,ADMIRAL NELSON SPICED RUM,12,750,6,9
2164,1071100,COCKTAIL,COCKTAILS /RTD,57148,CHI-CHI'S MARGARITA,6,1750,6.5,9.75
2165,1011600,WHISKEY,STRAIGHT RYE WHISKIES,27060,MICHTERS US*1 KENTUCKY STRAIGHT SINGLE BARREL RYE,6,750,22.09,33.14
2166,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75218,KINKY GREEN MINI,6,50,4.84,7.26
2167,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,159,JACK DANIELS TENNESSEE FIRE W/2 GLASSES,6,750,15.57,23.36
2168,1012400,WHISKEY,IRISH WHISKIES,15621,JAMESON MINI,10,50,11.88,17.82
2169,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17092,BULLEIT BOURBON BARREL STRENGTH,6,750,24.99,37.49
2170,1031100,VODKA,AMERICAN VODKAS,35416,BURNETTS VODKA 80PRF,12,750,4.5,6.75
2171,1031100,VODKA,AMERICAN VODKAS,35948,FLEISCHMANNS 80PRF VODKA,6,1750,6.5,9.75
2172,1062400,RUM,SPICED RUM,43027,ADMIRAL NELSON SPICED RUM,12,1000,7.49,11.24
2173,1022100,TEQUILA,MIXTO TEQUILA,87937,JUAREZ SILVER,12,1000,7.83,11.75
2174,1031100,VODKA,AMERICAN VODKAS,36965,NEW AMSTERDAM 80PRF MINI,10,50,5.54,8.31
2175,1051100,BRANDY,AMERICAN BRANDIES,52314,CHRISTIAN BROS BRANDY,24,375,3.25,4.88
2176,1091300,SPIRIT,NEUTRAL GRAIN SPIRITS FLAVORED,76414,OLE SMOKY MOONSHINE PICKLES,6,750,12.5,18.75
2177,1062400,RUM,SPICED RUM,43073,ADMIRAL NELSON SPICED 101,12,750,7.5,11.25
2178,1031100,VODKA,AMERICAN VODKAS,39515,FIREFLY 80PRF MINI,5,50,6,9
2179,1062400,RUM,SPICED RUM,43338,CAPTAIN MORGAN ORIGINAL SPICED,6,1750,18,27
2180,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,525,MAKERS MARK W/2 GLASSES,6,750,17.5,26.25
2181,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,68052,BAILEYS RED VELVET CUPCAKE,12,750,13.5,20.25
2182,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,65327,JAGERMEISTER CHARAKTER SCHARF,6,750,12.45,18.68
2183,1011300,WHISKEY,SINGLE BARREL BOURBON WHISKIES,22178,RUSSELLS RESERVE SINGLE BARREL BOURBON,6,750,31,46.5
2184,1051100,BRANDY,AMERICAN BRANDIES,52319,CHRISTIAN BROS BRANDY ROUND,12,1000,7.13,10.7
2185,1081400,VODKA,AMERICAN SCHNAPPS,85550,HIRAM WALKER ORANGE CURACAO,12,1000,4.49,6.74
2186,1012300,WHISKEY,SINGLE MALT SCOTCH,5105,GLENMORANGIE QUINTA RUBAN,6,750,29.99,44.99
2187,1031200,VODKA,AMERICAN FLAVORED VODKA,39706,WESTERN SON WATERMELON MINI,6,50,4.83,7.25
2188,1062500,RUM,FLAVORED RUM,42714,MALIBU COCONUT RUM,24,375,4.24,6.36
2189,1032100,VODKA,IMPORTED VODKAS,34729,STOLICHNAYA ELIT,6,750,24.99,37.49
2190,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,17914,ELIJAH CRAIG BARREL PROOF CASK,3,750,29.66,44.49
2191,1031100,VODKA,AMERICAN VODKAS,38180,TITOS HANDMADE VODKA MINI,5,50,12.8,19.2
2192,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,64011,ABSOLUT JUICE EDITION STRAWBERRY,6,750,9.99,14.99
2193,1022200,TEQUILA,100% AGAVE TEQUILA,87647,EXOTICO BLANCO,12,1000,10.66,15.99
2194,1032100,VODKA,IMPORTED VODKAS,34158,BELVEDERE PURE VODKA,6,1750,34.48,51.72
2195,1051100,BRANDY,AMERICAN BRANDIES,52580,E & J VSOP,24,200,2.5,3.75
2196,1012100,WHISKEY,CANADIAN WHISKIES,11771,BLACK VELVET MINI,10,50,6.8,10.2
2197,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,19227,KNOB CREEK,6,1000,24.67,37.01
2198,1012100,WHISKEY,CANADIAN WHISKIES,10838,CROWN ROYAL BLACK,6,1750,33.79,50.69
2199,1022200,TEQUILA,100% AGAVE TEQUILA,87643,FAMILIA CAMARENA SILVER,12,750,12.5,18.75
2200,1022200,TEQUILA,100% AGAVE TEQUILA,88185,OLMECA ALTOS PLATA,24,375,5.24,7.86
2201,1011100,WHISKEY,BLENDED WHISKIES,25601,SEAGRAMS 7 CROWN MINI,12,50,6.17,9.26
2202,1062400,RUM,SPICED RUM,43285,CAPTAIN MORGAN ORIGINAL SPICED PET,12,750,9.06,13.59
2203,1031200,VODKA,AMERICAN FLAVORED VODKA,39922,DEEP EDDY PEACH,12,750,8.5,12.75
2204,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,866,JOHNNIE WALKER BLUE W/2 GLASSES,3,750,130,195
2205,1062400,RUM,SPICED RUM,43025,ADMIRAL NELSON SPICED RUM PET,12,750,6,9
2206,1032200,VODKA,IMPORTED FLAVORED VODKA,34052,ABSOLUT RASPBERRI,12,750,9.99,14.99
2207,1022200,TEQUILA,100% AGAVE TEQUILA,89233,CORRALEJO ANEJO,6,750,20,30
2208,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,19112,JIM BEAM DEVILS CUT,12,750,15.07,22.61
2209,1082100,LIQUEURS,IMPORTED CORDIALS & LIQUEUR,966123,LAZZARONI AMARO,6,750,12.35,18.53
2210,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,19019,JESSE JAMES BOURBON,12,750,9.52,14.28
2211,1051100,BRANDY,AMERICAN BRANDIES,53216,PAUL MASSON GRANDE AMBER BRANDY VS,12,750,6.41,9.62
2212,1081600,WHISKEY,WHISKEY LIQUEUR,86563,BLUE OX CINNAMON WHISKEY,12,750,5,7.5
2213,1091200,SPIRIT,NEUTRAL GRAIN SPIRITS,41846,EVERCLEAR ALCOHOL,12,750,8,12
2214,1052100,BRANDY,IMPORTED BRANDIES,47790,COURVOISIER VS COGNAC,24,200,5,7.5
2215,1031100,VODKA,AMERICAN VODKAS,36886,MCCORMICK 80PRF VODKA,12,750,3.31,4.97
2216,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,80531,TIPPY COW PEPPERMINT BARK,12,750,10,15
2217,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,890,GENTLEMAN JACK W/SHAKER,6,750,20.01,30.02
2218,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,48198,HENNESSY VSOP PRIVILEGE OLD FASHIONED W/JIGGER,6,750,30.49,45.74
2219,1081400,VODKA,AMERICAN SCHNAPPS,84211,99 ROOT BEER,12,750,7.5,11.25
2220,1062400,RUM,SPICED RUM,43333,CAPTAIN MORGAN ORIGINAL SPICED PET,48,200,2.75,4.13
2221,1031100,VODKA,AMERICAN VODKAS,36903,MCCORMICK 80PRF VODKA,48,200,1.13,1.7
2222,1071100,COCKTAIL,COCKTAILS /RTD,59037,DESERT ISLAND LONG ISLAND ICED TEA COCKTAIL,12,1000,3.7,5.55
2223,1062500,RUM,FLAVORED RUM,42242,BLUE CHAIR BAY COCONUT RUM,12,750,9.42,14.13
2224,1062400,RUM,SPICED RUM,43316,CAPTAIN MORGAN PRIVATE STOCK,12,750,11.99,17.99
2225,1081400,VODKA,AMERICAN SCHNAPPS,84152,99 ORANGES MINI,10,50,6,9
2226,1062400,RUM,SPICED RUM,43244,CAPTAIN MORGAN 100PRF SPICED RUM,12,750,10.49,15.74
2227,1051100,BRANDY,AMERICAN BRANDIES,52316,CHRISTIAN BROS BRANDY,12,750,6,9
2228,1062500,RUM,FLAVORED RUM,42566,GOSLINGS BLACK SEAL,12,750,9.51,14.27
2229,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17958,EVAN WILLIAMS BLACK,6,1750,15.5,23.25
2230,1011500,WHISKEY,BOTTLED IN BOND BOURBON,16096,EVAN WILLIAMS BOTTLED IN BOND,12,750,10,15
2231,1012300,WHISKEY,SINGLE MALT SCOTCH,5430,LAGAVULIN 16YR,12,750,50.49,75.74
2232,1082200,VODKA,IMPORTED SCHNAPPS,69715,DR MCGILLICUDDYS PEACH,12,750,8.66,12.99
2233,1051100,BRANDY,AMERICAN BRANDIES,56006,CHRISTIAN BROS PEACH,12,750,6,9
2234,1052100,BRANDY,IMPORTED BRANDIES,48099,HENNESSY VS,24,200,6.49,9.74
2235,1082200,VODKA,IMPORTED SCHNAPPS,69609,DR MCGILLICUDDYS APPLE PIE MINI,12,50,5,7.5
2236,1011100,WHISKEY,BLENDED WHISKIES,27692,BIRD DOG APPLE MINI,5,50,6,9
2237,1071100,COCKTAIL,COCKTAILS /RTD,57148,CHI-CHI'S MARGARITA,6,1750,6.17,9.26
2238,1081300,LIQUEURS,AMERICAN CORDIALS & LIQUEUR,75195,KINKY ALOHA MINI,6,50,4.84,7.26
2239,1032100,VODKA,IMPORTED VODKAS,34162,BELVEDERE PURE VODKA,6,1000,20.62,30.93
2240,1022200,TEQUILA,100% AGAVE TEQUILA,89182,EL MAYOR REPOSADO,6,750,13.5,20.25
2241,1012300,WHISKEY,SINGLE MALT SCOTCH,5486,MACALLAN 12YR,12,750,34.99,52.49
2242,1082200,VODKA,IMPORTED SCHNAPPS,69940,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR MINI,12,50,13.5,20.25
2243,1062400,RUM,SPICED RUM,44258,BLACKHEART PREMIUM SPICED RUM,12,750,7.5,11.25
2244,1032200,VODKA,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82
2245,1081600,WHISKEY,WHISKEY LIQUEUR,65013,FIREBALL CINNAMON WHISKEY 50ML SLEEVE,12,50,5,7.5
2246,1081200,LIQUEURS,CREAM LIQUEURS,68049,BAILEYS VANILLA CINNAMON,12,750,13.5,20.25
2247,1051100,BRANDY,AMERICAN BRANDIES,53211,PAUL MASSON GRANDE AMBER BRANDY VS MINI,10,50,7.12,10.68
2248,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,18348,FOUR ROSES SMALL BATCH,6,750,16.17,24.26
2249,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,100427,KNOB CREEK W/MUGS,6,750,20,30
2250,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,100294,DEEP EDDY W/THERMOS,6,750,9,13.5
2251,1062300,RUM,AGED DARK RUM,44486,CRUZAN DARK,12,750,7,10.5
2252,1081600,WHISKEY,WHISKEY LIQUEUR,64904,FIREBALL CINNAMON WHISKEY PET,6,1750,15.33,23
2253,1032200,VODKA,IMPORTED FLAVORED VODKA,34959,THREE OLIVES RASPBERRY,12,750,9.96,14.94
2254,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,16850,BLANTONS BOURBON,6,750,28.75,43.13
2255,1081200,LIQUEURS,CREAM LIQUEURS,65200,TEQUILA ROSE LIQUEUR,12,750,10.5,15.75
2256,1022100,TEQUILA,MIXTO TEQUILA,88767,TORTILLA WHITE,12,1000,6.64,9.96
2257,1012400,WHISKEY,IRISH WHISKIES,15818,PADDY OLD IRISH WHISKEY,12,750,10,15
2258,1091200,SPIRIT,NEUTRAL GRAIN SPIRITS,41848,EVERCLEAR ALCOHOL,6,1750,17.13,25.7
2259,1031200,VODKA,AMERICAN FLAVORED VODKA,41077,JEREMIAH WEED SWEET TEA VODKA,12,1000,10.5,15.75
2260,1012200,WHISKEY,SCOTCH WHISKIES,8826,LAUDERS,12,750,4.8,7.2
2261,1012200,WHISKEY,SCOTCH WHISKIES,5106,GRANTS BLENDED SCOTCH,12,750,10.5,15.75
2262,1071100,COCKTAIL,COCKTAILS /RTD,57129,CHI-CHI'S MEXICAN MUDSLIDE,6,1750,6.17,9.26
2263,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,1400,CROWN ROYAL W/2 GLASSES,6,750,15.07,22.61
2264,1022100,TEQUILA,MIXTO TEQUILA,89577,MONTEZUMA GOLD,12,1000,7.02,10.53
2265,1032200,VODKA,IMPORTED FLAVORED VODKA,35354,ABSOLUT MANGO,12,750,9.99,14.99
2266,1062200,RUM,WHITE RUM,46351,HAWKEYE LIGHT RUM,12,1000,3.93,5.9
2267,1012200,WHISKEY,SCOTCH WHISKIES,4616,BUCHANAN SPECIAL RESERVE 18YR,6,750,39.59,59.39
2268,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,643,JOSE CUERVO ESPECIAL SILVER W/1L CLASSIC MARGARITA MIX,6,750,11.07,16.61
2269,1051100,BRANDY,AMERICAN BRANDIES,52591,E & J VS MINI,10,50,5.54,8.31
2270,1082200,VODKA,IMPORTED SCHNAPPS,69667,DR MCGILLICUDDYS VANILLA,12,1000,11,16.5
2271,1011100,WHISKEY,BLENDED WHISKIES,87026,SKREWBALL PEANUT BUTTER WHISKEY,6,750,18.5,27.75
2272,1091100,SPIRIT,AMERICAN DISTILLED SPIRIT SPECIALTY,27439,TIM SMITHS CLIMAX MOONSHINE,6,750,16,24
2273,1041100,GIN,AMERICAN DRY GINS,29568,BURNETTS GIN LONDON DRY,6,1750,10.49,15.74
2274,1022200,TEQUILA,100% AGAVE TEQUILA,89339,HERRADURA REPOSADO,6,750,25.94,38.91
2275,1031100,VODKA,AMERICAN VODKAS,37095,BUTCHER'S BLOCK VODKA,12,750,8.43,12.65
2276,1071100,COCKTAIL,COCKTAILS /RTD,58909,JOSE CUERVO AUTHENTIC WHITE PEACH LIGHT MARGARITA,6,200,4.6,6.9
2277,1012200,WHISKEY,SCOTCH WHISKIES,8826,LAUDERS,12,750,5.13,7.7
2278,1071100,COCKTAIL,COCKTAILS /RTD,58745,CODY ROAD BARREL OLD FASHIONED MINI,6,50,15,22.5
2279,1022200,TEQUILA,100% AGAVE TEQUILA,89175,DON JULIO ANEJO,6,750,34.49,51.74
2280,1012400,WHISKEY,IRISH WHISKIES,15856,REDBREAST 12YR,6,750,33.48,50.22
2281,1701100,SPECIAL,TEMPORARY & SPECIALTY PACKAGES,64489,CAROLANS SALTED CARAMEL,6,750,8.5,12.75
2282,1062400,RUM,SPICED RUM,1799,CAPTAIN MORGAN ORIGINAL SPICED BARREL,6,1750,18,27
2283,1031200,VODKA,AMERICAN FLAVORED VODKA,40327,DEEP EDDY RUBY RED GRAPEFRUIT,12,750,8.5,12.75
2284,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,28033,BROWN SUGAR BOURBON 103,12,750,15,22.5
2285,1032200,VODKA,IMPORTED FLAVORED VODKA,34189,EFFEN BLACK CHERRY,6,750,12.5,18.75
2286,1081400,VODKA,AMERICAN SCHNAPPS,84172,99 BANANAS MINI,10,50,6,9
2287,1022200,TEQUILA,100% AGAVE TEQUILA,87509,1800 SILVER,12,375,8.96,13.44
2288,1011200,WHISKEY,STRAIGHT BOURBON WHISKIES,17916,ELIJAH CRAIG,12,750,15,22.5
2289,1011400,WHISKEY,TENNESSEE WHISKIES,26800,JACK DANIELS 27 GOLD,6,750,49.98,74.97
2290,1031200,VODKA,AMERICAN FLAVORED VODKA,41927,BURNETTS FRUIT PUNCH,12,750,4.5,6.75
2291,1011600,WHISKEY,STRAIGHT RYE WHISKIES,27189,BASIL HAYDEN DARK RYE,6,750,23.62,35.43
2292,1031100,VODKA,AMERICAN VODKAS,38581,WISCONSIN CLUB VODKA,6,1750,6.5,9.75
2293,1081200,LIQUEURS,CREAM LIQUEURS,80457,RYANS CREAM LIQUEUR,12,1000,7.23,10.85
2294,1011400,WHISKEY,TENNESSEE WHISKIES,74802,JACK DANIELS TENNESSEE APPLE,12,1000,18.89,28.34
2295,1012400,WHISKEY,IRISH WHISKIES,15870,SLANE,6,750,14.99,22.49
2296,1031200,VODKA,AMERICAN FLAVORED VODKA,39704,WESTERN SON PRICKLY PEAR MINI,6,50,4,6
2297,1031100,VODKA,AMERICAN VODKAS,35418,BURNETTS VODKA 80PRF,6,1750,9.49,14.24
2298,1011300,WHISKEY,SINGLE BARREL BOURBON WHISKIES,18350,FOUR ROSES SINGLE BARREL,6,750,21.17,31.76
2299,1071100,COCKTAIL,COCKTAILS /RTD,56957,BARTENDERS HOT SEX,12,1000,5.28,7.92
2300,1062500,RUM,FLAVORED RUM,44419,CRUZAN BLACK CHERRY,12,750,7,10.5
2301,1081400,VODKA,AMERICAN SCHNAPPS,81124,99 PEPPERMINT MINI,10,50,6,9
2302,1062100,RUM,GOLD RUM,43519,HAVANA CLUB ANEJO CLASICO,12,750,11,16.5
2303,1012100,WHISKEY,CANADIAN WHISKIES,13036,CANADIAN RESERVE WHISKY,12,750,4.26,6.39
2304,1042100,GIN,IMPORTED DRY GINS,28210,BOMBAY SAPPHIRE EAST,12,750,13.5,20.25
