Invoice/Item Number,Date,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Store ID,Product ID,Vendor ID,Shipping ID
INV-39233100009,13/4/2020,2,10.5,0.75,0.19,746,206,8,18150
INV-39680500006,13/4/2020,2,6.28,0.75,0.19,1110,609,10,18174
INV-39149300055,13/4/2020,2,34.48,0.75,0.19,107,746,26,18279
INV-39610500026,13/4/2020,2,10.18,0.75,0.19,239,457,20,18396
INV-39481800203,13/4/2020,2,19.48,0.75,0.19,64,369,20,18438
INV-39360800119,13/4/2020,2,24,0.75,0.19,528,178,5,18467
INV-40037700013,13/4/2020,2,15,0.75,0.19,1235,319,5,18599
INV-39774100187,13/4/2020,2,17.98,0.75,0.19,19,2001,5,18679
INV-41094500010,13/4/2020,2,18,0.75,0.19,841,397,11,18987
INV-41302500025,13/4/2020,2,24,0.75,0.19,614,178,5,19025
INV-41252200634,13/4/2020,2,8.4,0.75,0.19,1965,672,14,19123
INV-42473600004,13/4/2020,2,24,0.75,0.19,965,5,5,19340
INV-42131200055,13/4/2020,2,45,0.75,0.19,83,306,22,19562
INV-41746200054,13/4/2020,2,28.5,0.75,0.19,22,489,10,19732
INV-42543000032,13/4/2020,2,9.66,0.75,0.19,412,192,3,19868
INV-42827600008,13/4/2020,2,16.8,0.75,0.19,1320,19,10,19885
INV-42924500027,13/4/2020,2,24,0.75,0.19,732,5,5,19993
INV-42690200020,13/4/2020,2,24,0.75,0.19,1450,966,8,20110
INV-09687700050,13/4/2020,2,14.26,0.75,0.2,36,35,5,36
INV-09863000017,13/4/2020,2,20.98,0.75,0.2,39,38,5,39
INV-09966800032,13/4/2020,2,11.26,0.75,0.2,41,40,8,41
INV-09626800028,14/4/2020,2,24,0.75,0.2,131,5,5,152
INV-10647600025,14/4/2020,2,24,0.75,0.2,455,5,5,719
INV-09965600018,14/4/2020,2,14.98,0.75,0.2,31,60,20,62
INV-11552800065,14/4/2020,2,24,0.75,0.2,325,178,5,1364
INV-10009100100,14/4/2020,2,9.66,0.75,0.2,15,192,6,222
INV-09777900006,14/4/2020,2,14.26,0.75,0.2,235,35,5,308
INV-11929900044,14/4/2020,2,20.98,0.75,0.2,743,38,5,1772
INV-10088300039,14/4/2020,2,27.76,0.75,0.2,226,286,5,355
INV-09782500123,14/4/2020,2,9.18,0.75,0.2,52,110,10,371
INV-10603300007,14/4/2020,2,19.48,0.75,0.2,350,369,20,501
INV-10342100095,14/4/2020,2,20.22,0.75,0.2,140,390,20,538
INV-10332100015,14/4/2020,2,15,0.75,0.2,252,422,16,597
INV-10309800013,14/4/2020,2,25.18,0.75,0.2,457,489,10,732
INV-11115300031,14/4/2020,2,9.18,0.75,0.2,196,553,10,862
INV-10709200105,14/4/2020,2,9.7,0.75,0.2,52,566,13,889
INV-10693500064,14/4/2020,2,19.48,0.75,0.2,516,355,20,894
INV-11420000115,14/4/2020,2,6.16,0.75,0.2,34,542,2,1373
INV-11678200003,14/4/2020,2,6.16,0.75,0.2,111,542,2,1589
INV-11345700026,14/4/2020,2,16,0.75,0.2,636,155,3,1318
INV-10937200012,14/4/2020,2,10.5,0.75,0.2,574,643,8,1091
INV-10831100021,14/4/2020,2,10.5,0.75,0.2,90,659,8,1141
INV-11167000060,14/4/2020,2,24,0.75,0.2,162,358,5,1151
INV-10688700019,14/4/2020,2,8.4,0.75,0.2,601,672,14,1178
INV-10703800027,14/4/2020,2,15,0.75,0.2,605,319,5,1192
INV-10750000017,14/4/2020,2,22.5,0.75,0.2,621,380,4,1250
INV-11366100011,15/4/2020,2,15,0.75,0.2,605,422,16,1290
INV-11246800041,15/4/2020,2,18.76,0.75,0.2,392,555,31,1394
INV-11794300016,15/4/2020,2,13.5,0.75,0.2,318,699,22,1454
INV-11439500031,15/4/2020,2,43.5,0.75,0.2,423,306,34,1610
INV-11879900100,15/4/2020,2,43.5,0.75,0.2,238,306,34,2085
INV-11520100019,15/4/2020,2,9.46,0.75,0.2,671,764,10,1469
INV-11436800075,15/4/2020,2,21,0.75,0.2,106,671,21,1538
INV-11539900031,15/4/2020,2,17.74,0.75,0.2,691,789,31,1562
INV-12125700028,15/4/2020,2,19.5,0.75,0.2,539,555,31,1732
INV-12147600013,15/4/2020,2,10.5,0.75,0.2,574,850,8,1879
INV-12378100014,15/4/2020,2,29.98,0.75,0.2,300,872,20,1984
INV-12509300002,15/4/2020,2,21,0.75,0.2,653,966,21,2396
INV-12690700017,15/4/2020,2,15,0.75,0.2,512,319,5,2421
INV-12989300152,15/4/2020,2,10.48,0.75,0.2,52,42,8,2422
INV-12466800078,15/4/2020,2,25.18,0.75,0.2,497,489,10,2470
INV-13562300026,15/4/2020,2,24,0.75,0.2,584,178,5,2565
INV-13486300038,15/4/2020,2,22.5,0.75,0.2,636,531,4,2596
INV-13128300002,15/4/2020,2,27.76,0.75,0.2,776,1034,5,2730
INV-13125400028,15/4/2020,2,13.5,0.75,0.2,793,394,22,2812
INV-09562000035,15/4/2020,2,13.2,2,0.53,78,80,7,84
INV-09995400046,15/4/2020,2,21.7,2,0.53,130,95,24,151
INV-09718600012,15/4/2020,2,49.02,2,0.53,136,146,21,160
INV-09745900045,15/4/2020,2,19.6,2,0.53,129,151,12,166
INV-10533700012,15/4/2020,2,12.16,2,0.53,419,173,12,638
INV-11144500003,15/4/2020,2,49.5,2,0.53,213,159,5,1260
INV-10463200092,15/4/2020,2,21.7,2,0.53,269,95,24,438
INV-10357200072,15/4/2020,2,46.5,2,0.53,172,299,5,516
INV-11438500029,16/4/2020,2,46.5,2,0.53,247,299,5,1648
INV-10146300033,16/4/2020,2,28.5,2,0.53,15,524,22,797
INV-11756700032,16/4/2020,2,13.26,2,0.53,663,74,12,1680
INV-10262500073,16/4/2020,2,49.5,2,0.53,116,271,5,694
INV-11000100082,16/4/2020,2,66.12,2,0.53,502,581,10,926
INV-11638700160,16/4/2020,2,16.5,2,0.53,47,315,1,1333
INV-10898400031,16/4/2020,2,11.52,2,0.53,426,628,12,1054
INV-11102200047,16/4/2020,2,24,2,0.53,192,432,5,1165
INV-12233700056,16/4/2020,2,22.5,2,0.53,259,451,1,1693
INV-11300800012,16/4/2020,2,68.22,2,0.53,424,718,5,1309
INV-11617800021,17/4/2020,2,20.64,2,0.53,673,766,12,1474
INV-12373500070,17/4/2020,2,21.34,2,0.53,528,862,13,1938
INV-11975300042,17/4/2020,2,51.76,2,0.53,158,823,11,2071
INV-12291500032,17/4/2020,2,44.98,2,0.53,505,868,20,2099
INV-12949600007,17/4/2020,2,10.5,2,0.53,129,929,29,2204
INV-12923200019,17/4/2020,2,31.5,2,0.53,4,934,5,2233
INV-12846200189,17/4/2020,2,56.68,2,0.53,52,936,4,2249
INV-12989400024,17/4/2020,2,28.5,2,0.53,521,524,22,2351
INV-12832000056,17/4/2020,2,46.5,2,0.53,268,299,5,2381
INV-12582300030,17/4/2020,2,13,2,0.53,690,967,7,2404
INV-12774800023,17/4/2020,2,28.5,2,0.53,222,774,22,2482
INV-13201400028,17/4/2020,2,66.12,2,0.53,486,581,10,2527
INV-13437100095,17/4/2020,2,68.26,2,0.53,50,420,5,2532
INV-13432300078,17/4/2020,2,21.76,2,0.53,259,995,12,2534
INV-13534800129,17/4/2020,2,24,2,0.53,459,175,12,2549
INV-13239300050,17/4/2020,2,47.92,2,0.53,438,1003,27,2573
INV-13475800001,17/4/2020,2,34.66,2,0.53,720,1045,10,2782
INV-13065400077,17/4/2020,2,74.98,2,0.53,260,1067,20,2887
INV-13845500003,17/4/2020,2,56.68,2,0.52,611,213,4,3093
INV-13647700001,17/4/2020,2,44.98,2,0.52,438,868,20,3125
INV-13708500036,17/4/2020,2,15,2,0.52,132,578,13,3136
INV-13710800016,17/4/2020,2,21.52,2,0.52,259,576,10,3161
INV-14237600178,17/4/2020,2,16.5,2,0.52,22,315,1,3404
INV-14575700014,17/4/2020,2,23.62,2,0.52,570,1090,10,3448
INV-14486200026,17/4/2020,2,19.6,2,0.52,459,1201,12,3653
INV-14761600025,17/4/2020,2,49.98,2,0.52,1032,486,31,3850
INV-14932500033,17/4/2020,2,28.5,2,0.52,195,524,22,3916
INV-14813600027,20/4/2020,2,19.9,2,0.52,88,619,6,3957
INV-14949400010,20/4/2020,2,39,2,0.52,477,716,11,4108
INV-14863200057,20/4/2020,2,28.5,2,0.52,200,208,22,4134
INV-15246500083,20/4/2020,2,49.02,2,0.52,50,146,21,4135
INV-15915800018,20/4/2020,2,6.4,2,0.52,606,1364,2,4358
INV-15871500217,20/4/2020,2,16.5,2,0.52,47,315,1,4592
INV-16205100016,20/4/2020,2,12.76,2,0.52,690,869,12,4688
INV-16377100003,20/4/2020,2,90,2,0.52,85,1472,10,4755
INV-16316300049,20/4/2020,2,56.68,2,0.52,883,401,5,4789
INV-16411500138,20/4/2020,2,35.34,2,0.52,22,1229,18,4833
INV-16044900016,20/4/2020,2,38.02,2,0.52,580,372,23,4911
INV-16575700044,20/4/2020,2,23.62,2,0.52,52,1366,10,5007
INV-17090400183,20/4/2020,2,23.62,2,0.52,64,1090,10,5087
INV-16993200015,20/4/2020,2,47.88,2,0.52,428,258,25,5125
INV-17078100003,20/4/2020,2,21.7,2,0.52,222,95,24,5175
INV-17261900068,20/4/2020,2,21.84,2,0.52,375,1077,13,5208
INV-16849900015,20/4/2020,2,21.76,2,0.52,610,995,12,5233
INV-17245900050,20/4/2020,2,23.5,2,0.52,455,175,12,5323
INV-17497800010,21/4/2020,2,51.3,2,0.52,519,840,5,5624
INV-17557000039,21/4/2020,2,35.34,2,0.52,110,1229,18,5694
INV-17813800015,21/4/2020,2,32.98,2,0.52,236,810,20,5813
INV-17748800015,21/4/2020,2,12.7,2,0.52,369,1218,12,5839
INV-18159700013,21/4/2020,2,22.5,2,0.52,167,1710,3,5939
INV-18113700028,21/4/2020,2,56.68,2,0.52,455,129,5,5986
INV-18389100042,21/4/2020,2,52.5,2,0.52,50,970,11,5990
INV-18106400001,21/4/2020,2,51.3,2,0.52,559,840,5,5997
INV-18025500018,21/4/2020,2,12.58,2,0.52,511,641,10,6172
INV-17922800069,21/4/2020,2,24,2,0.52,172,432,5,6173
INV-18007500031,21/4/2020,2,24,2,0.52,883,432,5,6212
INV-17881900049,21/4/2020,2,13.2,2,0.52,269,80,7,6228
INV-18001300036,21/4/2020,2,11.52,2,0.52,29,897,12,6245
INV-18551400073,21/4/2020,2,49.5,2,0.52,46,271,5,6406
INV-18878600032,21/4/2020,2,24,2,0.52,883,432,5,6413
INV-18791300010,21/4/2020,2,49.5,2,0.52,391,271,5,6447
INV-18741800035,21/4/2020,2,37.06,2,0.52,268,1782,31,6458
INV-18700700046,22/4/2020,2,23.5,2,0.52,322,101,12,6459
INV-19468000009,22/4/2020,2,16.5,2,0.52,52,1319,2,6856
INV-19526100133,22/4/2020,2,14.68,2,0.52,174,1743,22,6931
INV-19358100036,22/4/2020,2,12.52,2,0.52,1125,97,7,7110
INV-19837600103,22/4/2020,2,43.48,2,0.52,88,715,20,7186
INV-20116200064,22/4/2020,2,23.62,2,0.52,15,969,10,7257
INV-20040500048,22/4/2020,2,23.62,2,0.52,386,1090,10,7268
INV-19833000044,22/4/2020,2,38.92,2,0.52,1189,446,3,7356
INV-19818300035,22/4/2020,2,27.76,2,0.52,441,313,5,7359
INV-19871500023,22/4/2020,2,39,2,0.52,73,716,11,7392
INV-19930800016,22/4/2020,2,47.88,2,0.52,295,258,25,7483
INV-20173900030,22/4/2020,2,77.94,2,0.52,1290,1067,20,7505
INV-20245800019,22/4/2020,2,20.22,2,0.52,50,1932,3,7553
INV-20814800042,22/4/2020,2,15,2,0.52,595,1933,12,7563
INV-20956600131,22/4/2020,2,12.9,2,0.52,50,160,12,7578
INV-20965600175,22/4/2020,2,33,2,0.52,158,361,3,7625
INV-20401200043,22/4/2020,2,37.06,2,0.52,57,1782,31,7627
INV-20394500025,22/4/2020,2,23.62,2,0.52,4,855,10,7672
INV-20934600005,22/4/2020,2,49.5,2,0.52,1169,307,22,7726
INV-20817300033,22/4/2020,2,46.5,2,0.52,441,299,5,7964
INV-21101900081,22/4/2020,2,46.5,2,0.52,447,299,5,8049
INV-21262400036,22/4/2020,2,38.02,2,0.52,795,372,23,8059
INV-20974900038,22/4/2020,2,56.68,2,0.52,88,213,4,8084
INV-21101900096,23/4/2020,2,51.28,2,0.52,447,159,5,8183
INV-21062900021,23/4/2020,2,41.46,2,0.52,673,2032,31,8235
INV-21478600056,23/4/2020,2,13.26,2,0.52,502,589,2,8314
INV-22156900014,23/4/2020,2,66.12,2,0.52,15,581,10,8718
INV-21706200020,23/4/2020,2,27.76,2,0.52,441,313,5,8810
INV-22281600035,23/4/2020,2,76.66,2,0.52,4,875,88,8912
INV-22812100071,23/4/2020,2,33,2,0.52,259,104,3,9010
INV-22774900057,23/4/2020,2,44.98,2,0.52,465,239,20,9129
INV-22361900006,23/4/2020,2,11.76,2,0.52,426,230,2,9196
INV-23294200003,23/4/2020,2,56.68,2,0.52,637,129,5,9309
INV-23262200048,23/4/2020,2,35.26,2,0.52,1032,303,5,9445
INV-23036300093,23/4/2020,2,12.16,2,0.52,269,89,12,9480
INV-23263000017,23/4/2020,2,35.26,2,0.52,324,303,5,9485
INV-23576300034,23/4/2020,2,51.28,2,0.52,1032,159,5,9530
INV-23289300012,23/4/2020,2,28.5,2,0.52,1014,774,22,9568
INV-23419900057,24/4/2020,2,56.68,2,0.52,268,213,4,9627
INV-23126400021,24/4/2020,2,58.44,2,0.52,516,518,20,9655
INV-24007900012,24/4/2020,2,21.7,2,0.52,661,95,24,9805
INV-24257900006,24/4/2020,2,56.68,2,0.52,370,2294,4,9807
INV-23609500005,24/4/2020,2,83.22,2,0.52,580,1165,5,9836
INV-23758300043,24/4/2020,2,49.98,2,0.52,22,486,88,9976
INV-24099200022,24/4/2020,2,23.5,2,0.52,657,101,12,10050
INV-24749600031,24/4/2020,2,49.48,2,0.52,322,445,20,10139
INV-24341400026,24/4/2020,2,15,2,0.52,601,578,13,10183
INV-24819200027,24/4/2020,2,23.62,2,0.52,87,2393,10,10413
INV-24581900016,24/4/2020,2,68.26,2,0.52,1391,85,22,10429
INV-24529100016,24/4/2020,2,21.72,2,0.52,741,2405,8,10477
INV-24473300048,24/4/2020,2,56.68,2,0.52,612,129,5,10498
INV-25200100042,24/4/2020,2,15,2,0.52,50,578,13,10546
INV-25422100001,24/4/2020,2,56.68,2,0.52,907,401,5,10560
INV-25317100043,24/4/2020,2,38.92,2,0.52,375,446,3,10571
INV-25153700009,24/4/2020,2,56.68,2,0.52,1209,401,5,10662
INV-25159700021,24/4/2020,2,37.48,2,0.52,487,316,20,10807
INV-25624500016,24/4/2020,2,33,2,0.52,491,104,3,11092
INV-25630100023,24/4/2020,2,39,2,0.52,161,716,11,11262
INV-25753200049,24/4/2020,2,16.5,2,0.52,1267,1319,2,11322
INV-26362100027,24/4/2020,2,22.48,2,0.52,607,2397,13,11390
INV-26935800019,24/4/2020,2,37.78,2,0.52,88,241,10,11701
INV-26390600053,27/4/2020,2,39,2,0.52,53,826,3,11739
INV-27002000046,27/4/2020,2,15,2,0.52,386,256,10,11814
INV-27201600048,27/4/2020,2,38.02,2,0.52,391,372,23,11914
INV-27181600027,27/4/2020,2,44.98,2,0.52,455,316,20,12027
INV-27083000090,27/4/2020,2,35.26,2,0.52,1047,303,5,12171
INV-27242300075,27/4/2020,2,39,2,0.52,88,716,11,12174
INV-28308700043,27/4/2020,2,56.68,2,0.52,516,2294,4,12225
INV-27721000084,27/4/2020,2,31.5,2,0.52,1189,934,5,12333
INV-27745000006,27/4/2020,2,37.78,2,0.52,445,241,10,12502
INV-28508800007,27/4/2020,2,15.94,2,0.52,663,612,12,12616
INV-28587300037,27/4/2020,2,66.12,2,0.52,158,581,10,12688
INV-28630400037,27/4/2020,2,23.62,2,0.52,337,1366,10,12868
INV-28978600010,27/4/2020,2,45.46,2,0.52,511,109,20,12950
INV-28858300031,27/4/2020,2,58.44,2,0.52,132,518,20,12963
INV-29816900008,27/4/2020,2,49.98,2,0.52,1032,486,88,13028
INV-29829900081,27/4/2020,2,22.48,2,0.52,516,1077,13,13137
INV-29185000126,28/4/2020,2,13.62,2,0.52,52,1129,3,13199
INV-29251500088,28/4/2020,2,35.34,2,0.52,1625,1242,9,13202
INV-29352400033,28/4/2020,2,21.52,2,0.52,22,576,10,13209
INV-29439900031,28/4/2020,2,11.76,2,0.52,690,230,2,13398
INV-29892000012,28/4/2020,2,49.5,2,0.52,1264,307,22,13484
INV-30220800017,28/4/2020,2,23.62,2,0.52,191,1705,10,13822
INV-31356200078,28/4/2020,2,19.92,2,0.52,335,264,3,14246
INV-31205700073,28/4/2020,2,47.92,2,0.52,34,2133,27,14262
INV-31634500023,28/4/2020,2,22.48,2,0.52,479,1077,13,14349
INV-32002200001,28/4/2020,2,44.98,2,0.52,438,868,20,14365
INV-32134200077,28/4/2020,2,23.62,2,0.52,833,1992,10,14409
INV-31989600032,28/4/2020,2,39,2,0.52,853,716,11,14513
INV-31989600009,28/4/2020,2,18.88,2,0.52,853,687,10,14678
INV-33124200007,28/4/2020,2,7,2,0.52,690,402,10,14718
INV-32454300037,28/4/2020,2,44.98,2,0.52,259,316,20,14965
INV-32940500054,28/4/2020,2,15,2,0.52,595,1182,10,15081
INV-32955200029,28/4/2020,2,61.86,2,0.52,375,1729,26,15087
INV-33434200040,28/4/2020,2,44.98,2,0.52,147,316,20,15199
INV-33637900058,28/4/2020,2,56.68,2,0.52,57,507,4,15247
INV-33717300026,28/4/2020,2,27.76,2,0.52,511,313,5,15385
INV-33248500089,28/4/2020,2,19.6,2,0.52,441,151,12,15515
INV-34592100070,28/4/2020,2,19.14,2,0.52,15,362,12,15627
INV-34708300027,28/4/2020,2,35.26,2,0.52,778,303,5,16065
INV-34705800010,28/4/2020,2,22.5,2,0.52,1716,451,1,16069
INV-34880100064,28/4/2020,2,16.26,2,0.52,132,1017,12,16179
INV-34654600048,28/4/2020,2,49.98,2,0.52,420,486,88,16183
INV-35304900021,28/4/2020,2,27.76,2,0.52,496,1707,5,16212
INV-35078000018,29/4/2020,2,63,2,0.52,1264,961,14,16223
INV-35166100034,29/4/2020,2,28.5,2,0.52,511,774,22,16300
INV-34918300057,29/4/2020,2,35.26,2,0.52,1411,303,5,16332
INV-35455900019,29/4/2020,2,56.68,2,0.52,779,129,5,16334
INV-35840900027,29/4/2020,2,51,2,0.52,424,146,8,16429
INV-35605000119,29/4/2020,2,28.5,2,0.52,83,524,22,16575
INV-36381200095,29/4/2020,2,88.44,2,0.52,50,927,20,16843
INV-36525200094,29/4/2020,2,33,2,0.52,130,104,3,16855
INV-36975300049,29/4/2020,2,21.06,2,0.52,447,450,2,17102
INV-37226500013,29/4/2020,2,22.5,2,0.52,1668,451,1,17337
INV-38519300007,29/4/2020,2,38.02,2,0.52,1341,372,23,18005
INV-38171700115,29/4/2020,2,51.3,2,0.52,528,840,5,18021
INV-39318900001,29/4/2020,2,28.5,2,0.52,68,1042,22,18064
INV-39575400155,29/4/2020,2,13.62,2,0.52,506,1129,3,18070
INV-39683700031,29/4/2020,2,83.22,2,0.52,1138,1165,5,18205
INV-38955400092,29/4/2020,2,47.92,2,0.52,53,1620,27,18210
INV-39199500075,29/4/2020,2,12.16,2,0.52,259,89,12,18275
INV-39698400021,30/4/2020,2,23.62,2,0.52,124,1293,10,18277
INV-38856900015,30/4/2020,2,38.02,2,0.52,595,372,23,18309
INV-40271000085,30/4/2020,2,19.9,2,0.52,438,231,3,18695
INV-40061500005,30/4/2020,2,68.26,2,0.52,295,2753,5,18770
INV-40211800022,30/4/2020,2,19.9,2,0.52,259,957,3,18842
INV-40814300017,30/4/2020,2,13.5,2,0.52,513,777,12,18901
INV-40844300014,30/4/2020,2,15.94,2,0.52,1333,612,12,19277
INV-41725600015,30/4/2020,2,59.28,2,0.52,474,213,4,19326
INV-41530200047,30/4/2020,2,21.72,2,0.52,240,1511,8,19399
INV-41531100004,1/5/2020,2,83.22,2,0.52,22,1165,5,19438
INV-41623000028,1/5/2020,2,23.62,2,0.52,50,610,10,19469
INV-41567200072,1/5/2020,2,12.9,2,0.52,68,160,12,19535
INV-42328300002,1/5/2020,2,21.4,2,0.52,1653,862,13,19613
INV-42730100060,1/5/2020,2,23.5,2,0.52,496,175,12,19759
INV-42803700085,1/5/2020,2,58.44,2,0.52,1505,518,20,19934
INV-43070600025,1/5/2020,2,29.14,2,0.52,1706,433,10,20098
INV-42720100021,1/5/2020,2,19.9,2,0.52,802,957,3,20112
INV-43012100037,1/5/2020,2,27.76,2,0.52,516,313,5,20126
INV-10094700076,1/5/2020,2,14.52,1,0.26,69,69,16,72
INV-09807500008,1/5/2020,2,16.2,1,0.26,232,252,10,304
INV-10176400007,1/5/2020,2,14.1,1,0.26,313,335,9,435
INV-10540700098,1/5/2020,2,22.42,1,0.26,110,114,5,475
INV-10609600001,1/5/2020,2,14.52,1,0.26,19,494,16,744
INV-10894000040,1/5/2020,2,14.52,1,0.26,222,494,16,911
INV-11209200004,1/5/2020,2,16.62,1,0.26,504,144,8,855
INV-12212700086,1/5/2020,2,16.62,1,0.26,502,144,8,1910
INV-11279500035,4/5/2020,2,12.4,1,0.26,358,150,12,1530
INV-10735700005,4/5/2020,2,16.62,1,0.26,336,591,22,955
INV-10991200020,4/5/2020,2,27.18,1,0.26,470,594,4,968
INV-11090300067,4/5/2020,2,32.76,1,0.26,438,629,31,1056
INV-10673500019,4/5/2020,2,9.9,1,0.26,569,637,20,1072
INV-11484100026,4/5/2020,2,34.5,1,0.26,342,726,11,1339
INV-11737600039,4/5/2020,2,13.66,1,0.26,490,761,12,1451
INV-12385300021,4/5/2020,2,14.1,1,0.26,764,335,9,1882
INV-12226000020,4/5/2020,2,18.52,1,0.26,740,837,5,1765
INV-12111900118,4/5/2020,2,40.5,1,0.26,144,482,5,1785
INV-12371100018,4/5/2020,2,27.18,1,0.26,447,594,4,1835
INV-12366300037,4/5/2020,2,9.9,1,0.26,665,637,20,1880
INV-13318500002,4/5/2020,2,16.62,1,0.26,689,144,8,2576
INV-13268200027,4/5/2020,2,9.9,1,0.26,879,637,20,2609
INV-13468100002,4/5/2020,2,9.9,1,0.26,858,637,20,2714
INV-13414400006,4/5/2020,2,16.62,1,0.26,253,144,8,2939
INV-13817000006,4/5/2020,2,26.62,1,0.26,483,1086,21,3014
INV-14090400033,4/5/2020,2,16.2,1,0.26,109,665,10,3038
INV-13865400026,5/5/2020,2,14.4,1,0.26,742,75,5,3106
INV-13780800057,5/5/2020,2,40.5,1,0.26,90,482,5,3247
INV-14725200019,5/5/2020,2,14.4,1,0.26,388,75,5,3365
INV-14403200007,5/5/2020,2,14.4,1,0.26,742,75,5,3373
INV-14557000100,5/5/2020,2,26.62,1,0.26,625,1086,21,3589
INV-14619200065,5/5/2020,2,14.4,1,0.26,215,75,5,3666
INV-14485900024,5/5/2020,2,14.52,1,0.26,759,1212,16,3712
INV-14255600135,5/5/2020,2,13.2,1,0.26,154,183,1,3717
INV-15088500047,5/5/2020,2,14.4,1,0.26,464,75,5,3788
INV-14964200052,5/5/2020,2,14.5,1,0.26,247,328,28,3827
INV-15211500008,5/5/2020,2,27.18,1,0.26,164,382,4,4076
INV-15542500044,5/5/2020,2,15,1,0.26,11,841,3,4202
INV-15906200080,5/5/2020,2,12.4,1,0.26,179,150,12,4475
INV-15440300143,5/5/2020,2,16.2,1,0.26,277,665,10,4610
INV-16150200034,5/5/2020,2,12.4,1,0.26,649,150,12,4653
INV-16035500027,5/5/2020,2,16.62,1,0.26,682,71,22,4718
INV-16673600035,5/5/2020,2,16.62,1,0.26,759,71,22,4786
INV-16460100027,5/5/2020,2,16.2,1,0.26,914,984,10,4850
INV-16583600097,5/5/2020,2,34.5,1,0.26,492,726,11,4905
INV-16274300016,5/5/2020,2,14.02,1,0.26,1118,1508,16,4926
INV-16462300007,5/5/2020,2,27.18,1,0.26,30,382,4,4928
INV-16417800011,5/5/2020,2,22.42,1,0.26,124,114,5,4983
INV-16861100007,5/5/2020,2,27.18,1,0.26,1043,382,4,5073
INV-16781300106,5/5/2020,2,19.8,1,0.26,485,683,20,5217
INV-16707400156,5/5/2020,2,14.52,1,0.26,80,494,16,5239
INV-16860500019,5/5/2020,2,23.04,1,0.26,143,903,8,5372
INV-17381300005,5/5/2020,2,9.9,1,0.26,1168,637,20,5481
INV-17358700040,5/5/2020,2,13.8,1,0.26,464,501,14,5679
INV-17540400087,6/5/2020,2,16.2,1,0.26,233,1040,10,5717
INV-17654000022,6/5/2020,2,16.2,1,0.26,1084,665,10,5762
INV-17824200083,6/5/2020,2,14.52,1,0.26,528,69,16,5776
INV-17625500008,6/5/2020,2,22.42,1,0.26,98,114,5,5864
INV-18140200013,6/5/2020,2,19.8,1,0.26,260,683,20,5961
INV-18415600009,6/5/2020,2,27.18,1,0.26,1043,382,4,6259
INV-18849900043,6/5/2020,2,34.5,1,0.26,489,726,11,6304
INV-18506500107,6/5/2020,2,13.66,1,0.26,377,761,12,6312
INV-18989400020,6/5/2020,2,27.18,1,0.26,457,382,4,6450
INV-18653000010,6/5/2020,2,16.2,1,0.26,306,665,10,6467
INV-18938800002,6/5/2020,2,27.18,1,0.26,658,1401,4,6668
INV-19169000012,6/5/2020,2,11.34,1,0.26,261,228,13,6740
INV-19692400024,6/5/2020,2,14.88,1,0.26,1026,1841,5,6835
INV-19532300051,6/5/2020,2,13.66,1,0.26,346,761,12,6836
INV-19506300112,6/5/2020,2,14.7,1,0.26,68,731,5,6981
INV-19490200004,6/5/2020,2,14.86,1,0.26,983,698,20,6983
INV-19402600015,6/5/2020,2,12.4,1,0.26,1249,150,12,7011
INV-19882000025,7/5/2020,2,12.4,1,0.26,1268,150,12,7142
INV-20186700026,7/5/2020,2,16.62,1,0.26,390,144,8,7333
INV-20160400006,7/5/2020,2,27.18,1,0.26,814,382,4,7354
INV-20041600020,7/5/2020,2,16.62,1,0.26,212,144,8,7371
INV-19949600048,7/5/2020,2,16.62,1,0.26,90,144,8,7378
INV-20253600014,7/5/2020,2,9.9,1,0.26,965,637,20,7464
INV-20002400053,7/5/2020,2,15,1,0.26,114,557,9,7548
INV-20466500021,7/5/2020,2,14.7,1,0.26,1006,731,5,7604
INV-20723000124,7/5/2020,2,40.5,1,0.26,51,482,5,7664
INV-20875200100,7/5/2020,2,14.5,1,0.26,492,1211,28,7774
INV-10917700008,7/5/2020,2,90,6,1.59,212,3,3,1035
INV-11787500011,7/5/2020,2,90,6,1.59,693,3,3,1570
INV-09801400012,7/5/2020,2,16.96,1.2,0.32,252,278,3,342
INV-10767200042,8/5/2020,2,16.96,1.2,0.32,285,278,3,856
INV-12034700020,8/5/2020,2,16.96,1.2,0.32,797,278,3,2064
INV-09550100025,8/5/2020,2,22.06,0.6,0.16,32,32,5,32
INV-10106900039,8/5/2020,2,7.5,0.4,0.11,49,48,3,49
INV-11674900095,8/5/2020,2,6.72,0.4,0.11,656,10,8,1402
INV-10102300019,8/5/2020,2,20.4,1.2,0.32,142,153,6,169
INV-09587500033,8/5/2020,2,5.88,0.4,0.11,154,27,6,193
INV-10088800039,8/5/2020,2,18,1.2,0.32,38,295,2,368
INV-10384900017,8/5/2020,2,20.4,1.2,0.32,307,153,6,421
INV-10259500011,8/5/2020,2,6,0.4,0.11,154,425,8,601
INV-10659000073,8/5/2020,2,5.98,0.4,0.11,322,437,5,619
INV-10267800007,8/5/2020,2,20.4,1.2,0.32,413,153,6,623
INV-10316900036,8/5/2020,2,18,1.2,0.32,99,441,2,627
INV-11940900158,8/5/2020,2,18.72,0.4,0.11,174,113,26,1873
INV-10327600039,8/5/2020,2,6,0.4,0.11,485,425,8,825
